team number,nickname,rookie year,full name,Nasa?,city,region,country,motto,# of events,event codes,event names
1138,Eagle Engineering,2003,"Aerojet Rocketdyne / Xerox Corporation / The Boeing Company / Frazier Aviation / Numatc Engineering / Gardena Specialized Processing / ToyBuilder Labs / Solidworks / JRM Enterprises / McConnell, Montalvo& Assoc. Inc. / Vico Tool and Die / Snap! Productions & Chaminade College Preparatory High School",,West Hills,California,USA,We Build For a Better Tomorrow,2,"['2016calb', '2016code']","['Los Angeles Regional', 'Colorado Regional']"
1143,Cruzin' Comets,2003,Lockheed Martin/One Point Inc./Abington Education Improvement Organization & Abington Heights Hs,,Clarks Summit,Pennsylvania,USA,,4,"['2016mrcmp', '2016new', '2016njfla', '2016pawch']","['Mid-Atlantic Robotics District Championship', 'Newton Division', 'MAR District - Mt. Olive Event', 'MAR District - Westtown Event']"
1148,Wafflebots,2003,Harvard-Westlake School,,Studio City,California,USA,,2,"['2016calb', '2016casd']","['Los Angeles Regional', 'San Diego Regional']"
1153,Robo-Rebels,2003,The Gallivan Family/Dale Tool & Die/Merrikin Engineering/Waters Corporation/RiverTaw & Walpole High,,Walpole,Massachusetts,USA,Join The Revolution!,5,"['2016gal', '2016mawor', '2016necmp', '2016nhdur', '2016week0']","['Galileo Division', 'NE District - WPI Event', 'New England District Championship', 'NE District - UNH Event', 'Week 0']"
1155,SciBorgs,2003,"The Alumni Association of The Bronx High School of Science/ConEdison/Bloomberg/Solon E. Summerfield Foundation, Inc. & Bronx High School of Science",,Bronx,New York,USA,Practice Random Acts of Genius,2,"['2016flwp', '2016nyny']","['South Florida Regional ', 'New York City Regional']"
1156,Under Control,2003,John Deere / PTC / National Instruments / Konrad Caminhoes / Novo Hamburgo City Hall / Severo Industria / Metalthaga / Courovale / LRB Química  & Marista Pio XII ,,Novo Hamburgo,Rio Grande do Sul,Brazil,Our mission is to build better people ,3,"['2016cars', '2016iacf', '2016nyli']","['Carson Division', 'Iowa Regional', 'SBPLI Long Island Regional']"
1157,Landsharks,2003,IDEX Corporation / Jim and Dede Bartlett Foundation / Ball Aerospace & Boulder High School & New Vista High School & September School & Watershed School,,Boulder,Colorado,USA,"""Cable not Dish""",1,['2016code'],['Colorado Regional']
1159,Ramona Rampage,2003,Boeing / Galvanix / Office of Senator Gil Cedillo / Northrop Grumman / California Institute of Technology / Macy's Foundation / Drs. Jack and Susan Blumenthal / Jet Propulsion Laboratory / Space X & Ramona Convent Secondary School,,Alhambra,California,USA,It's not ghetto; it's pragmatic.,2,"['2016cars', '2016casd']","['Carson Division', 'San Diego Regional']"
1160,Titanium,2003,The Boeing Company/NASA-JPL/SMHS PTSA/Chinese Club of San Marino & San Marino High,NASA,San Marino,California,USA,"Feelings are important, but it's the Physics that matters!",2,"['2016calb', '2016cave']","['Los Angeles Regional', 'Ventura Regional']"
1164,Project NEO,2003,NASA/Boeing/Coyote Cabling & Early College High School,NASA,Las Cruces,New Mexico,USA,Project NEO Rocks,1,['2016txlu'],['Hub City Regional']
1165,Team Paradise,2003,Bechtel & Paradise Valley High School,,Phoenix,Arizona,USA,"If it was easy, you didn't do it right.",2,"['2016azfl', '2016azpx']","['Arizona North Regional', 'Arizona West Regional']"
1168,Malvern Robotics,2003,CTDI/Exelon Generation & Malvern Preparatory School,,Malvern,Pennsylvania,USA,,2,"['2016paphi', '2016pawch']","['MAR District - Springside Chestnut Hill Event', 'MAR District - Westtown Event']"
1178,DuRT  (De Smet united Robotics Team),2003,The Boeing Company & De Smet Jesuit High School,,St. Louis,Missouri,USA,,1,['2016mosl'],['St. Louis Regional']
1188,RoboRavens1,2003,Hitachi Automotive / Ford / Form Tech Industries / Michigan Dept of Education / MecaPlast / Home Depot of Madison Heights / Lowes of Madison Heights & Royal Oak High School,,Royal Oak,Michigan,USA,"Grace is courage under pressure. ""Hemmingway""",2,"['2016miliv', '2016misou']","['FIM District - Livonia Event', 'FIM District - Southfield Event']"
1189,The Gearheads,2003,Grosse Pointe Public Schools / General Motors LLC & Grosse Pointe North High School & Grosse Pointe South High School,,Grosse Pointe,Michigan,USA,We're all Gearheads,2,"['2016micen', '2016miwat']","['FIM District - Center Line Event', 'FIM District - Waterford Event']"
1197,TorBots,2003,"Northrop Grumman / The Boeing Company / Raytheon / Team Engineering, Inc / Toyota Motor Sales, U.S.A. / The Johnson Family / Moog Aircraft Group / El Camino College / Torrance Education Foundation / ExxonMobil / LA Solar / The Awesome Foundation - LA South Bay Chapter / Teradyne / Sonos / Glico / Facet Interactive / Torrance Police Department  & South High",,Torrance,California,USA,"Student run, student done",5,"['2016azpx', '2016calb', '2016casd', '2016cmp', '2016gal']","['Arizona West Regional', 'Los Angeles Regional', 'San Diego Regional', 'Einstein Field', 'Galileo Division']"
1208,Metool Brigade,2003,The Boeing Company/Verizon Wireless/Lockheed Martin/SAIC & O Fallon High School,,O'Fallon,Illinois,USA,Fearless,3,"['2016arc', '2016iacf', '2016mosl']","['Archimedes Division', 'Iowa Regional', 'St. Louis Regional']"
1209,Robo Hornets,2003,University of Tulsa / The Boeing Company / AEP / Booker T. Washington Foundation for Academic Excellence / DOD-STEM / Oklahoma State Department of Education / Frontier Electronic Systems / Brown Patent Law / ESDC Engineering / Gardner Springs & Booker T. Washington Hs,,Tulsa,Oklahoma,USA,Excellence is to do a common thing in an uncommon way.  Booker T. Washington,2,"['2016gal', '2016okok']","['Galileo Division', 'Oklahoma Regional ']"
1212,Sentinels,2003,The Boeing Company & SETON CATHOLIC PREPARATORY HIGH SCHOOL,,Chandler,Arizona,USA,"""It's only temporary unless it works""",1,['2016azpx'],['Arizona West Regional']
1218,Vulcan Robotics,2003,"Vulcan Spring / Metal Edge International / Boeing Company / TE Connectivity  / Gallagher Fluid Seals, Inc. / Fabspeed Motorsport / ErvTech International / William A. Killian Hardware & Springside School & Chestnut Hill Academy",,Philadelphia,Pennsylvania,USA,"Building a better world, one robot at a time",5,"['2016hop', '2016mrcmp', '2016pahat', '2016paphi', '2016pawch']","['Hopper Division', 'Mid-Atlantic Robotics District Championship', 'MAR District - Hatboro-Horsham Event', 'MAR District - Springside Chestnut Hill Event', 'MAR District - Westtown Event']"
1225,Gorillas,2003,BorgWarner Turbo Systems & Henderson County Public Schools,,Hendersonville,North Carolina,USA,Zip ties and duct tape because we can.,2,"['2016ncash', '2016ncmcl']","['NC District - UNC Asheville Event', 'NC District - Guilford County Event']"
1228,RoboTribe,2003,NASA/Infineum/A&M Industrial Supply & Rahway High,NASA,Rahway,New Jersey,USA, “Fail Often to Succeed Sooner”,3,"['2016njfla', '2016njski', '2016njtab']","['MAR District - Mt. Olive Event', 'MAR District - Montgomery Event', 'MAR District - Seneca Event']"
1230,The Lehman Lionics,2003,Con Edison & Herbert H Lehman High School,,Bronx,New York,USA,,1,['2016nyny'],['New York City Regional']
1241,THEORY6,2004,Pratt & Whitney Canada / General Motors of Canada / Peel District School Board / CSC / City of Mississauga / Johnston Industrial Plastics Limited / Trans Canada / Templeton & Sons / Christie & Rick Hansen S.S,,Mississauga,Ontario,Canada,Growing Technological Consciousness,5,"['2016cmp', '2016new', '2016onnb', '2016onto', '2016onwa']","['Einstein Field', 'Newton Division', 'North Bay Regional', 'Greater Toronto East Regional ', 'Waterloo Regional ']"
1243,Dragons,2004,General Motors Flint Truck Assembly/EFC Systems Inc/PRP Inc. & Swartz Creek High School,,Swartz Creek,Michigan,USA,"""Every job on this team is important!""",2,"['2016mike2', '2016milan']","['FIM District - Kettering University Event #2', 'FIM District - Lansing Event']"
1245,MoHi Shazbots,2004,Lockheed Martin / QuickLeft / Accelaway / Ball Aerospace / Premiere Credit Union & Monarch High School,,Louisville,Colorado,USA,How high? Mo-Hi!,1,['2016code'],['Colorado Regional']
1246,Agincourt Lancers,2004,Rotary Club of Agincourt/RM Systems Integrators/Princess Auto/Co-operators Insurance & Agincourt Collegiate Institute,,Toronto,Ontario,Canada,We Get It Done in Time,1,['2016onto'],['Greater Toronto East Regional ']
1247,Robotics of Kearsarge (ROK),2004,"NDEP/Labsphere, Inc. & Kearsarge Regional High School",,North Sutton,New Hampshire,USA,,2,"['2016nhdur', '2016nhgrs']","['NE District - UNH Event', 'NE District - Granite State Event']"
1248,TITANium Allies,2004,Berea City School District / Nordson Corporation / NASA & Berea-Midpark High School & Berea High School,NASA,Berea,Ohio,USA,We add up!,1,['2016ohcl'],['Buckeye Regional']
1249,Robo Rats,2004,NASA/American Electric Power/Mingo County Schools/West Virginia Department of Career and Technical  Education & Mingo Central High School,NASA,Delbarton,West Virginia,USA,Today's youth is tomorrow's future,1,['2016ohci'],['Queen City Regional']
1250,Gator-Bots,2004,Henry Ford Academy / Ford Motor Company / DADARA / Durr Systems / The Henry Ford & Henry Ford Academy,,Dearborn,Michigan,USA,"""Bringing advanced technology into historic places""",4,"['2016micmp', '2016miliv', '2016miwat', '2016tes']","['Michigan State Championship', 'FIM District - Livonia Event', 'FIM District - Waterford Event', 'Tesla Division']"
1251,TechTigers,2004,"Sonny's Enterprises, The Car Wash Factory / NASA / Leidos, Inc / Florida, Power & Light / Samco Properties, Inc. / GIC Aluminum, Inc. / Dart Foundation / Alro Metals, Inc. / The Ervin Family / Broward County 4H / Atlantic Technical College & Atlantic Technical High School",NASA,Coconut Creek,Florida,USA,Technology for the 21st Century,3,"['2016alhu', '2016flor', '2016flwp']","['Rocket City Regional', 'Orlando Regional', 'South Florida Regional ']"
1254,Tech Force,2004,Hinckley Research/Society of Plastics Engineers Western MI Section & Van Buren Technology Center,,Lawrence,Michigan,USA,Check the Flowchart,2,"['2016milak', '2016miwmi']","['FIM District - Lakeview Event', 'FIM District - West Michigan Event']"
1255,Blarglefish,2004,Goose Creek CISD / Covestro / Exxon / FIRST in Texas / Puzzometry / ACE Industry / Design Ventures / Dooley Tackaberry / Randall Reed Planet Ford & Goose Creek Memorial & Impact Early College H S & Sterling H S & Lee H S,,Baytown,Texas,USA,Where Imagination Runs Deep,2,"['2016txho', '2016txsa']","['Lone Star Regional', 'Alamo Regional sponsored by Rackspace Hosting']"
1257,Parallel Universe,2004,TE Connectivity / Google / Formlabs & Union Cty Voc Tech,,Scotch Plains,New Jersey,USA,,4,"['2016arc', '2016mrcmp', '2016njbri', '2016njfla']","['Archimedes Division', 'Mid-Atlantic Robotics District Championship', 'MAR District - Bridgewater-Raritan Event', 'MAR District - Mt. Olive Event']"
1258,SeaBot,2004,The Boeing Company & Seattle Lutheran High School,,Seattle,Washington,USA,,4,"['2016cars', '2016pncmp', '2016waell', '2016wasno']","['Carson Division', 'Pacific Northwest District Championship sponsored by Autodesk', 'PNW District - Central Washington University Event', 'PNW District - Glacier Peak Event']"
1259,Paradigm Shift,2004,Pewaukee High School / Data Strategy / GE Healthcare / Dedicated Computing / Pewaukee High School Booster Club / Milwaukee School Of Engineering / TLX Technologies / Bowl-Rite Resurfacing / Gateway Plastics / Pewaukee Kiwanis / BSE Border States & Pewaukee High,,Pewaukee,Wisconsin,USA,Changing The Minds of Those Around Us,2,"['2016ohcl', '2016wimi']","['Buckeye Regional', 'Wisconsin Regional']"
1261,Robo  Lions,2004,TRS solutions/The Motorola Solutions Foundation/Hendrick Motor Sports/Maxxis Tires/Gwinnett County Public Schools/Automation Direct & Peachtree Ridge High School,,Suwanee,Georgia,USA,Fear the Roar,5,"['2016cur', '2016gaalb', '2016gacmp', '2016gacol', '2016gaken']","['Curie Division', 'PCH District - Albany Event', 'Peachtree District State Championship', 'PCH District - Columbus Event', 'PCH District - Kennesaw Event']"
1262,the STAGS,2004,"Mid-Atlantic Broadband Communities Corporation/Applied Felts, Inc./New College Institute/Dalton Enterprises/American Electric Power/Hooker Furniture Corporation/Eastman Chemical Company/Capps Home Building Center/Patrick Henry Community College & Piedmont Gov. Sch. for Math./Sci./Tech.",,Martinsville,Virginia,USA,"""Fear the Deer""",4,"['2016carv', '2016chcmp', '2016vabla', '2016vapor']","['Carver Division', 'FIRST Chesapeake District Championship sponsored by Booz Allen Hamilton', 'CHS District - Southwest Virginia Event', 'CHS District - Hampton Roads Event']"
1266,The Devil Duckies,2004,"Motorola Solutions Foundation / Qualcomm / Rockwell Collins / San Diego Powder & Protective Coatings / SolidWorks / San Diego College, Career & Technical Education & MADISON HIGH",,San Diego,California,USA,Changing Perceptions - Changing Lives - Changing the Future,2,"['2016casd', '2016cave']","['San Diego Regional', 'Ventura Regional']"
1277,The Robotomies,2004,Mercury Computer Systems / National Defense Education Program / Raytheon / IBM / Groton Board of Trade / Harris Corporation / GE / Society of American Military Engineers / Justin J. Maynard Memorial STEM Innovation Scholarship Fund / Solidworks / 4C Test Systems / MJR Engineering / Ted and Connie Lapres Fund / The Hughson Family / The Adams Family / Webber Restaurant Group / Exit Assurance Realty / The Carey Family / The Resca Family / Groton-Dunstable Regional High School / The Vollmar Family / The Sottile Family & Groton Dunstable Regional,,Groton,Massachusetts,USA,,3,"['2016mawor', '2016necmp', '2016ripro']","['NE District - WPI Event', 'New England District Championship', 'NE District - Rhode Island Event']"
1279,Cold Fusion,2004,UTC Aerospace Systems/DOTC-STEM Picatinny/NDEP/Optimum Anode Technologies & Immaculata High School,,Somerville,New Jersey,USA,Fusion of the best!,4,"['2016mrcmp', '2016njbri', '2016njfla', '2016njtab']","['Mid-Atlantic Robotics District Championship', 'MAR District - Bridgewater-Raritan Event', 'MAR District - Mt. Olive Event', 'MAR District - Seneca Event']"
1280,Ragin' C- Biscuits of San Ramon Valley High,2004,EMC Corporation / Robin Fall / San Ramon Valley High School PTSA / San Ramon Valley Education Foundation & San Ramon Valley High,,Danville,California,USA,,2,"['2016cada', '2016casj']","['Sacramento Regional', 'Silicon Valley Regional presented by Google.org']"
1285,The Big Bang,2004,Pratt & Whittney/GM Canada/Christie/Trans Canada/Templeton & Sons/CSC & Rick hansen S.S,,Mississauga,Ontario,Canada,,3,"['2016onnb', '2016onto', '2016onwa']","['North Bay Regional', 'Greater Toronto East Regional ', 'Waterloo Regional ']"
1287,Aluminum Assault,2004,Santee Cooper/Horry County Schools/Grand Strand Technology Council & Academy for Arts/Science/Technology,,Myrtle Beach,South Carolina,USA,"Best work, First time, On time",1,['2016scmb'],['Palmetto Regional']
1288,RAVEN Robotics,2004,The Boeing Company / Francis Howell School District / Boeing Employees Community Fund / Royal Banks of Missouri & Francis Howell Central High & Francis Howell North High & Francis Howell High,,Saint Charles,Missouri,USA,,1,['2016mosl'],['St. Louis Regional']
1289,Gearheadz,2004,"Comcast / Raytheon / Farm Design & Math, Science & Technology High School",,Lawrence,Massachusetts,USA,"Kids sharing technology, one robot at a time",3,"['2016mabos', '2016marea', '2016week0']","['NE District - Boston Event', 'NE District - North Shore Event', 'Week 0']"
1290,Robowolves,2004,Orbital ATK/Boeing/Toyota Financial Services/School Tax Credit Sponsors/Si Se Puede/Big Surf Waterpark & Chandler High School,,Chandler,Arizona,USA,Si Se Puede,1,['2016azpx'],['Arizona West Regional']
1293,Pandamaniacs,2004,D5Robotics : School District Five of Lexington and Richland Counties/Blue Cross Blue Shield of South Carolina & Irmo High & Dutch Fork High & Chapin High,,Columbia,South Carolina,USA,Be the bot.,1,['2016flor'],['Orlando Regional']
1294,Top Gun,2004,The Boeing Company / Kenworth / Lake Washington Schools Foundation / SAE NW Section / Evans / Microsoft & Eastlake High School,,Sammamish,Washington,USA,"You get out of it, what you put into it. Stop Breaking It More!",2,"['2016waamv', '2016wamou']","['PNW District - Auburn Mountainview Event', 'PNW District - Mount Vernon Event']"
